epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,737.518,1.27696,0.80106,1.25724,0.91786,0.9446,0.96158,0.60943,1.32424,0.63667,1.34249,0.000302078,0.000302078,0.000302078
85,747.018,1.27448,0.7958,1.25479,0.94451,0.90452,0.95949,0.63816,1.25403,0.64264,1.30925,0.000293246,0.000293246,0.000293246
86,755.425,1.27581,0.78668,1.25697,0.90548,0.93435,0.95674,0.63408,1.26212,0.61624,1.30945,0.000284479,0.000284479,0.000284479
87,763.743,1.25361,0.78268,1.24674,0.88748,0.91505,0.94241,0.58014,1.40074,0.6985,1.38331,0.000275781,0.000275781,0.000275781
88,771.882,1.24838,0.74858,1.24825,0.88189,0.93476,0.94705,0.58767,1.36538,0.6789,1.37111,0.000267155,0.000267155,0.000267155
89,780.01,1.25452,0.7754,1.25108,0.92243,0.91256,0.95572,0.62212,1.26631,0.60705,1.31122,0.000258607,0.000258607,0.000258607
90,788.284,1.27106,0.7886,1.24492,0.91916,0.90467,0.93505,0.58368,1.33634,0.65904,1.3544,0.00025014,0.00025014,0.00025014
91,796.709,1.25133,0.7626,1.24074,0.92655,0.90331,0.93403,0.59925,1.28633,0.64063,1.31841,0.00024176,0.00024176,0.00024176
92,807.047,1.24488,0.74647,1.24419,0.90336,0.91777,0.94333,0.63967,1.20299,0.62331,1.26711,0.000233469,0.000233469,0.000233469
93,816.05,1.23682,0.76774,1.23501,0.9195,0.93295,0.94842,0.6048,1.33682,0.61967,1.33361,0.000225272,0.000225272,0.000225272
94,824.666,1.21339,0.75538,1.22953,0.9187,0.93682,0.95094,0.60376,1.3369,0.62616,1.34213,0.000217174,0.000217174,0.000217174
95,832.987,1.21512,0.76199,1.21587,0.9265,0.92673,0.95473,0.60631,1.3431,0.63116,1.3396,0.000209179,0.000209179,0.000209179
96,841.239,1.22914,0.73683,1.21408,0.92962,0.93541,0.9628,0.64105,1.23933,0.5861,1.28399,0.00020129,0.00020129,0.00020129
97,849.548,1.21257,0.7285,1.22281,0.89921,0.94315,0.95707,0.59483,1.37623,0.6337,1.35293,0.000193511,0.000193511,0.000193511
98,857.983,1.24576,0.75082,1.23612,0.93892,0.92233,0.95964,0.59924,1.32236,0.60176,1.33194,0.000185847,0.000185847,0.000185847
99,866.423,1.24486,0.76237,1.25011,0.91718,0.90796,0.95683,0.63215,1.22914,0.61843,1.28418,0.000178301,0.000178301,0.000178301
100,874.893,1.19463,0.7157,1.20503,0.89913,0.92522,0.95338,0.59829,1.35213,0.62043,1.35062,0.000170877,0.000170877,0.000170877
101,885.994,1.18994,0.70336,1.22032,0.93009,0.91165,0.95105,0.62372,1.26231,0.62387,1.31178,0.000163578,0.000163578,0.000163578
102,894.452,1.21048,0.73996,1.23811,0.94569,0.89466,0.9558,0.62078,1.26655,0.60036,1.30575,0.00015641,0.00015641,0.00015641
103,902.688,1.22107,0.72455,1.21832,0.88742,0.92378,0.95239,0.62468,1.24497,0.59354,1.29041,0.000149374,0.000149374,0.000149374
104,910.888,1.21852,0.7258,1.20883,0.89377,0.9127,0.94662,0.62857,1.24909,0.61163,1.30563,0.000142475,0.000142475,0.000142475
105,919.394,1.17934,0.71173,1.19779,0.93788,0.89142,0.94548,0.61667,1.28803,0.60703,1.32679,0.000135716,0.000135716,0.000135716
106,927.631,1.20699,0.70987,1.20752,0.93556,0.90057,0.95005,0.61216,1.32605,0.59208,1.33775,0.0001291,0.0001291,0.0001291
107,935.957,1.21141,0.73443,1.21605,0.94174,0.90009,0.94988,0.63054,1.2561,0.59678,1.30118,0.000122631,0.000122631,0.000122631
108,944.347,1.18634,0.69571,1.20389,0.95053,0.89592,0.9539,0.6165,1.30876,0.61763,1.32993,0.000116313,0.000116313,0.000116313
109,952.656,1.19472,0.70372,1.19552,0.93476,0.90286,0.956,0.63294,1.24513,0.58916,1.29314,0.000110147,0.000110147,0.000110147
110,960.983,1.17556,0.70671,1.21618,0.93236,0.91867,0.95875,0.64275,1.21286,0.58767,1.27966,0.000104138,0.000104138,0.000104138
111,969.132,1.22797,0.72067,1.21006,0.93097,0.92351,0.956,0.62376,1.27485,0.60072,1.30522,9.82885e-05,9.82885e-05,9.82885e-05
112,977.383,1.17229,0.69361,1.21297,0.94209,0.89306,0.95628,0.62877,1.25437,0.6022,1.29209,9.26012e-05,9.26012e-05,9.26012e-05
113,985.629,1.18321,0.68396,1.20348,0.94457,0.89694,0.9521,0.63485,1.21775,0.58925,1.28,8.7079e-05,8.7079e-05,8.7079e-05
114,993.893,1.20661,0.72253,1.19115,0.95139,0.8872,0.95089,0.60918,1.30164,0.60292,1.32936,8.17248e-05,8.17248e-05,8.17248e-05
115,1002.16,1.15644,0.67528,1.19705,0.95519,0.90453,0.95179,0.64588,1.20367,0.58643,1.27371,7.65412e-05,7.65412e-05,7.65412e-05
116,1010.51,1.18882,0.68573,1.20433,0.91404,0.91004,0.95023,0.63499,1.23689,0.5974,1.29115,7.1531e-05,7.1531e-05,7.1531e-05
117,1018.93,1.16844,0.70151,1.19702,0.90901,0.92773,0.95305,0.63484,1.24799,0.58651,1.29218,6.66965e-05,6.66965e-05,6.66965e-05
118,1027.46,1.16431,0.67928,1.19508,0.94179,0.90386,0.95443,0.64082,1.21972,0.58829,1.27286,6.20403e-05,6.20403e-05,6.20403e-05
119,1035.73,1.14388,0.68571,1.18963,0.93381,0.91214,0.95665,0.64249,1.22544,0.57653,1.27248,5.75646e-05,5.75646e-05,5.75646e-05
120,1043.91,1.18726,0.69276,1.20866,0.94291,0.90273,0.95894,0.63468,1.25006,0.57644,1.28985,5.32718e-05,5.32718e-05,5.32718e-05
121,1055.63,1.17518,0.69607,1.20407,0.93799,0.91232,0.95902,0.64445,1.23629,0.56131,1.28532,4.9164e-05,4.9164e-05,4.9164e-05
122,1063.75,1.18141,0.71077,1.21478,0.94372,0.90062,0.95747,0.64612,1.21363,0.5614,1.27403,4.52432e-05,4.52432e-05,4.52432e-05
123,1071.87,1.157,0.68158,1.17781,0.9423,0.90574,0.95382,0.63711,1.23992,0.57111,1.28813,4.15115e-05,4.15115e-05,4.15115e-05
124,1080.03,1.18854,0.70563,1.19123,0.93397,0.91467,0.95341,0.63177,1.26729,0.58186,1.30468,3.79707e-05,3.79707e-05,3.79707e-05
125,1088.37,1.17156,0.67371,1.1883,0.91596,0.91857,0.95285,0.63935,1.23055,0.57277,1.28656,3.46226e-05,3.46226e-05,3.46226e-05
126,1100.07,1.07187,0.55875,1.17974,0.93798,0.89504,0.95754,0.63886,1.1949,0.58048,1.27348,3.14689e-05,3.14689e-05,3.14689e-05
127,1108.52,1.06181,0.53512,1.19877,0.92915,0.90087,0.95614,0.62219,1.2318,0.59611,1.29223,2.85111e-05,2.85111e-05,2.85111e-05
128,1117.04,1.06645,0.53585,1.1856,0.92447,0.9166,0.95632,0.62661,1.25103,0.59333,1.30223,2.57508e-05,2.57508e-05,2.57508e-05
129,1125.31,1.05096,0.53695,1.18501,0.92987,0.90675,0.95912,0.64341,1.19713,0.57615,1.27393,2.31894e-05,2.31894e-05,2.31894e-05
130,1133.31,1.05067,0.52254,1.21117,0.9229,0.90213,0.95533,0.62881,1.23403,0.5777,1.29535,2.08281e-05,2.08281e-05,2.08281e-05
131,1141.33,1.02337,0.51643,1.17556,0.86808,0.95835,0.95641,0.6307,1.23833,0.57998,1.29637,1.86681e-05,1.86681e-05,1.86681e-05
132,1149.43,1.0466,0.52739,1.18232,0.8827,0.95352,0.95585,0.62812,1.2337,0.58006,1.29357,1.67105e-05,1.67105e-05,1.67105e-05
133,1157.65,1.05831,0.51346,1.19446,0.94024,0.91102,0.95695,0.63257,1.24064,0.58387,1.29894,1.49564e-05,1.49564e-05,1.49564e-05
134,1165.99,1.03511,0.52762,1.16985,0.94432,0.90555,0.95745,0.62962,1.23383,0.58016,1.29597,1.34065e-05,1.34065e-05,1.34065e-05
135,1174.33,1.0405,0.52825,1.18401,0.93002,0.91188,0.95814,0.628,1.2384,0.58078,1.29809,1.20617e-05,1.20617e-05,1.20617e-05
136,1182.79,1.05506,0.53963,1.17789,0.95396,0.8958,0.95639,0.63005,1.23638,0.57592,1.29473,1.09227e-05,1.09227e-05,1.09227e-05
137,1191.04,1.0286,0.5145,1.16605,0.94802,0.89607,0.95849,0.63249,1.23042,0.57525,1.29342,9.98994e-06,9.98994e-06,9.98994e-06
138,1199.23,1.04973,0.52883,1.19844,0.93417,0.90987,0.95946,0.63699,1.20966,0.56942,1.28236,9.26399e-06,9.26399e-06,9.26399e-06
139,1207.45,1.04958,0.51246,1.19493,0.87488,0.95438,0.9585,0.63687,1.21796,0.56752,1.28619,8.74519e-06,8.74519e-06,8.74519e-06
140,1215.71,1.05239,0.52062,1.19338,0.87982,0.94975,0.9566,0.63103,1.22381,0.56932,1.28893,8.43381e-06,8.43381e-06,8.43381e-06
